query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
g66.t1	157072.XP_008868255.1	8.25e-12	68.9	KOG3286@1|root,KOG3286@2759|Eukaryota	2759|Eukaryota	S	thioredoxin-disulfide reductase activity	SELENOT	GO:0001514,GO:0001678,GO:0002790,GO:0002791,GO:0002793,GO:0003674,GO:0003824,GO:0004791,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006412,GO:0006414,GO:0006417,GO:0006451,GO:0006518,GO:0006807,GO:0006810,GO:0006873,GO:0006874,GO:0006875,GO:0007154,GO:0007204,GO:0007267,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0008430,GO:0009058,GO:0009059,GO:0009306,GO:0009636,GO:0009743,GO:0009746,GO:0009749,GO:0009889,GO:0009914,GO:0009987,GO:0010033,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0010646,GO:0010647,GO:0010817,GO:0012505,GO:0015031,GO:0015036,GO:0015833,GO:0016020,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0019222,GO:0019538,GO:0019725,GO:0023051,GO:0023052,GO:0023056,GO:0023061,GO:0030003,GO:0030072,GO:0030073,GO:0031016,GO:0031323,GO:0031326,GO:0031984,GO:0032268,GO:0032501,GO:0032502,GO:0032879,GO:0032940,GO:0033036,GO:0033500,GO:0034248,GO:0034284,GO:0034641,GO:0034645,GO:0035773,GO:0042175,GO:0042221,GO:0042592,GO:0042593,GO:0042886,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045454,GO:0046879,GO:0046883,GO:0046887,GO:0046903,GO:0048513,GO:0048518,GO:0048522,GO:0048731,GO:0048856,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051171,GO:0051179,GO:0051234,GO:0051246,GO:0051480,GO:0051641,GO:0051649,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0055114,GO:0060123,GO:0060124,GO:0060255,GO:0065007,GO:0065008,GO:0070887,GO:0071310,GO:0071322,GO:0071326,GO:0071331,GO:0071333,GO:0071702,GO:0071704,GO:0071705,GO:0072503,GO:0072507,GO:0080090,GO:0090087,GO:0090276,GO:0090277,GO:0097237,GO:0098754,GO:0098771,GO:0098827,GO:0098869,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1901701,GO:1903530,GO:1903532,GO:1990748,GO:2000112	-	ko:K22366	-	-	-	-	ko00000	-	-	-	Rdx
g68.t1	5932.XP_004035221.1	4.76e-05	57.8	COG0563@1|root,KOG3078@2759|Eukaryota,KOG3079@2759|Eukaryota,3ZATI@5878|Ciliophora	5878|Ciliophora	F	Adenylate kinase	-	-	2.7.4.3,2.7.4.6	ko:K18533	ko00230,ko00240,ko01100,ko01110,ko01130,map00230,map00240,map01100,map01110,map01130	M00049,M00052,M00053	R00124,R00127,R00156,R00330,R00570,R00722,R01137,R01547,R01857,R02093,R02326,R02331,R03530	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	ADK
g69.t1	42099.EPrPV00000016846	6.81e-05	56.2	2C7NR@1|root,2SIM4@2759|Eukaryota,1MDA3@121069|Pythiales	121069|Pythiales	S	Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	-
g71.t1	314264.ROS217_14731	1.32e-46	183.0	COG1018@1|root,COG3576@1|root,COG1018@2|Bacteria,COG3576@2|Bacteria,1MV41@1224|Proteobacteria,2TQXP@28211|Alphaproteobacteria	28211|Alphaproteobacteria	C	Belongs to the globin family	-	-	-	ko:K02613,ko:K07006	ko00360,ko01120,map00360,map01120	-	R09838	RC02690	ko00000,ko00001	-	-	-	FAD_binding_6,Fer2,NAD_binding_1,Putative_PNPOx
g74.t1	44689.DDB0235327	2.21e-31	139.0	COG5210@1|root,KOG2223@2759|Eukaryota,3X9W6@554915|Amoebozoa	554915|Amoebozoa	T	A Receptor for Ubiquitination Targets	-	-	-	ko:K20167	-	-	-	-	ko00000,ko04131	-	-	-	F-box-like,RabGAP-TBC
g75.t1	88036.EFJ07541	4.37e-08	62.8	KOG0773@1|root,KOG0773@2759|Eukaryota,37MHB@33090|Viridiplantae	33090|Viridiplantae	K	Homeobox protein knotted-1-like	-	-	-	ko:K16670	-	-	-	-	ko00000,ko03000	-	-	-	ELK,Homeobox_KN,KNOX1,KNOX2
g76.t1	991905.SL003B_2104	2.68e-28	121.0	COG1043@1|root,COG1043@2|Bacteria,1MUHQ@1224|Proteobacteria,2TRK9@28211|Alphaproteobacteria,4BPGW@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	M	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell	lpxA	-	2.3.1.129	ko:K00677	ko00540,ko01100,ko01503,map00540,map01100,map01503	M00060	R04567	RC00039,RC00055	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	Acetyltransf_11,Hexapep
g79.t1	115417.EPrPW00000019747	1.44e-157	517.0	COG1877@1|root,KOG1050@2759|Eukaryota,1MB8I@121069|Pythiales	121069|Pythiales	G	Trehalose-phosphatase. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	Glyco_transf_20,Trehalose_PPase
g81.t1	4096.XP_009804929.1	1.8e-10	60.1	2DZXM@1|root,2S7DZ@2759|Eukaryota,37WW4@33090|Viridiplantae,3GM1M@35493|Streptophyta,44M8X@71274|asterids	35493|Streptophyta	S	NADH-ubiquinone oxidoreductase B12 subunit family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005746,GO:0005747,GO:0008150,GO:0008152,GO:0009853,GO:0009987,GO:0016020,GO:0019866,GO:0030964,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0032991,GO:0043094,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044444,GO:0044446,GO:0044455,GO:0044464,GO:0045271,GO:0070469,GO:0098796,GO:0098798,GO:0098800,GO:0098803,GO:1902494,GO:1990204	-	-	-	-	-	-	-	-	-	-	NDUF_B12
g82.t1	35128.Thaps21809	1.09e-20	107.0	2CYDV@1|root,2S3SR@2759|Eukaryota,2XDK5@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g83.t1	28583.AMAG_09152T0	7.79e-80	277.0	COG1131@1|root,KOG0061@2759|Eukaryota,38CVQ@33154|Opisthokonta,3NWQ2@4751|Fungi	4751|Fungi	Q	(ABC) transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC2_membrane,ABC_tran
g85.t1	15368.BRADI5G14307.1	1.55e-10	76.3	COG0124@1|root,KOG1035@2759|Eukaryota,37P2F@33090|Viridiplantae,3GEET@35493|Streptophyta,3KQE9@4447|Liliopsida,3I2T1@38820|Poales	35493|Streptophyta	T	serine threonine-protein kinase GCN2	-	-	2.7.11.1	ko:K16196	ko04138,ko04140,ko04141,ko05160,ko05162,ko05164,ko05168,ko05169,map04138,map04140,map04141,map05160,map05162,map05164,map05168,map05169	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	HGTP_anticodon2,Pkinase,RVT_1,RWD,tRNA-synt_His
g89.t1	112098.XP_008614899.1	4.89e-29	122.0	29D75@1|root,2RKAZ@2759|Eukaryota	2759|Eukaryota	S	Prolyl 4-hydroxylase alpha subunit homologues.	-	-	-	-	-	-	-	-	-	-	-	-	Ank_2
g90.t1	42099.EPrPV00000017737	3.52e-128	376.0	COG2025@1|root,KOG3954@2759|Eukaryota,1MC0T@121069|Pythiales	121069|Pythiales	C	Electron transfer flavoprotein subunit alpha, mitochondrial. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	ETF,ETF_alpha
g91.t1	981085.XP_010112584.1	0.000184	54.7	KOG0032@1|root,KOG0032@2759|Eukaryota,37MAH@33090|Viridiplantae,3GB1K@35493|Streptophyta,4JMN1@91835|fabids	35493|Streptophyta	T	Calcium-dependent protein kinase	CPK30	GO:0001101,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004683,GO:0005488,GO:0005515,GO:0005516,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006970,GO:0007154,GO:0007165,GO:0007275,GO:0008150,GO:0008152,GO:0009555,GO:0009628,GO:0009719,GO:0009725,GO:0009737,GO:0009738,GO:0009755,GO:0009931,GO:0009987,GO:0010033,GO:0010152,GO:0010857,GO:0016020,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018193,GO:0018209,GO:0019538,GO:0021700,GO:0023052,GO:0032501,GO:0032502,GO:0032870,GO:0033993,GO:0035556,GO:0036211,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0046777,GO:0048229,GO:0048518,GO:0048583,GO:0048584,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051716,GO:0065007,GO:0070887,GO:0071215,GO:0071229,GO:0071310,GO:0071396,GO:0071495,GO:0071704,GO:0071944,GO:0080134,GO:0097305,GO:0097306,GO:0140096,GO:1901564,GO:1901700,GO:1901701,GO:1902584,GO:2000070	2.7.11.1	ko:K13412	ko04626,ko05145,map04626,map05145	-	-	-	ko00000,ko00001,ko01000,ko01001	-	-	-	EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,Pkinase
g102.t1	71139.XP_010054032.1	0.000129	53.9	28NR3@1|root,2QVB4@2759|Eukaryota,37NZA@33090|Viridiplantae,3GDZS@35493|Streptophyta	35493|Streptophyta	S	Major Facilitator Superfamily protein	-	GO:0000741,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006950,GO:0006970,GO:0006996,GO:0006997,GO:0007275,GO:0008150,GO:0009553,GO:0009559,GO:0009561,GO:0009628,GO:0009651,GO:0009987,GO:0010197,GO:0016043,GO:0030154,GO:0032501,GO:0032502,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0048229,GO:0048284,GO:0048856,GO:0048869,GO:0050896,GO:0071840	-	-	-	-	-	-	-	-	-	-	Nodulin-like,PUCC
g104.t1	72019.SARC_11296T0	0.0	1249.0	COG1020@1|root,COG1028@1|root,KOG1178@2759|Eukaryota,KOG1205@2759|Eukaryota,38FV5@33154|Opisthokonta	33154|Opisthokonta	Q	L-aminoadipate-semialdehyde dehydrogenase activity	-	-	-	-	-	-	-	-	-	-	-	-	AMP-binding,AMP-binding_C,NAD_binding_4,PP-binding,adh_short
g105.t1	112098.XP_008614517.1	2.35e-38	132.0	KOG3484@1|root,KOG3484@2759|Eukaryota	2759|Eukaryota	D	cyclin-dependent protein serine/threonine kinase activator activity	-	-	-	ko:K02219	ko04111,ko05200,ko05222,map04111,map05200,map05222	-	-	-	ko00000,ko00001	-	-	-	CKS
g107.t1	65071.PYU1_T007558	1.58e-12	82.8	KOG1789@1|root,KOG1789@2759|Eukaryota,1MCU5@121069|Pythiales	121069|Pythiales	OU	homolog subfamily C member 13. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	-
g108.t1	4787.PITG_06455T0	8.45e-07	59.7	COG1735@1|root,2RDJM@2759|Eukaryota,3QEFP@4776|Peronosporales	4776|Peronosporales	S	zinc ion binding	-	-	-	ko:K07048	-	-	-	-	ko00000	-	-	-	-
g109.t1	561175.KB894095_gene2612	7.76e-67	224.0	COG0654@1|root,COG0654@2|Bacteria,2GJS5@201174|Actinobacteria,4EMJ3@85012|Streptosporangiales	201174|Actinobacteria	CH	FAD binding domain	-	-	-	-	-	-	-	-	-	-	-	-	FAD_binding_3
g110.t1	2880.D7G2H2	1.47e-45	181.0	2CNDG@1|root,2QVEC@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g112.t1	35128.Thaps20330	1.84e-18	79.7	KOG3479@1|root,KOG3479@2759|Eukaryota,2XH3C@2836|Bacillariophyta	2836|Bacillariophyta	U	Tim10/DDP family zinc finger	-	-	-	ko:K17777	-	-	-	-	ko00000,ko02000,ko03029	3.A.8.1	-	-	zf-Tim10_DDP
g114.t1	4792.ETI42429	3.27e-40	141.0	COG1100@1|root,KOG0071@2759|Eukaryota,3Q9HX@4776|Peronosporales	4776|Peronosporales	U	Belongs to the small GTPase superfamily. Arf family	-	-	-	ko:K07937	ko04072,ko04144,ko05110,ko05134,map04072,map04144,map05110,map05134	-	-	-	ko00000,ko00001,ko04031,ko04131,ko04147	-	-	-	Arf
g115.t1	3055.EDP02416	3.32e-29	121.0	COG2114@1|root,KOG4171@2759|Eukaryota	2759|Eukaryota	T	guanylate cyclase activity	-	-	4.6.1.2	ko:K12319	ko00230,ko04022,ko04270,ko04540,ko04611,ko04713,ko04730,ko04921,ko04924,ko04970,map00230,map04022,map04270,map04540,map04611,map04713,map04730,map04921,map04924,map04970	M00694	R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	Guanylate_cyc,HNOB,HNOBA
g117.t1	754035.Mesau_04291	2.61e-26	118.0	COG1216@1|root,COG1216@2|Bacteria,1REI6@1224|Proteobacteria,2UICM@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Glycosyl transferase, family 2	-	-	-	-	-	-	-	-	-	-	-	-	DUF707
g118.t1	2880.D7FJ52	4.41e-06	61.6	KOG1822@1|root,KOG1822@2759|Eukaryota	2759|Eukaryota	Q	retrograde transport, endosome to Golgi	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005982,GO:0005984,GO:0005991,GO:0006073,GO:0006521,GO:0008150,GO:0008152,GO:0009311,GO:0009889,GO:0009987,GO:0010364,GO:0010565,GO:0010817,GO:0019222,GO:0031323,GO:0031326,GO:0031335,GO:0032350,GO:0033238,GO:0042762,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046885,GO:0048831,GO:0050789,GO:0050793,GO:0050794,GO:0051171,GO:0051239,GO:0062012,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:1900055,GO:1900908,GO:1900911,GO:2000024,GO:2000026	-	-	-	-	-	-	-	-	-	-	-
g119.t1	44056.XP_009039617.1	2.21e-28	120.0	KOG0621@1|root,KOG0621@2759|Eukaryota	2759|Eukaryota	O	phospholipid scrambling	PLSCR5	GO:0000981,GO:0000982,GO:0001077,GO:0001228,GO:0001300,GO:0001775,GO:0002237,GO:0002252,GO:0002376,GO:0002520,GO:0002526,GO:0002682,GO:0002684,GO:0002694,GO:0003674,GO:0003700,GO:0005102,GO:0005154,GO:0005215,GO:0005319,GO:0005488,GO:0005509,GO:0005515,GO:0005548,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005794,GO:0005829,GO:0005886,GO:0005887,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006575,GO:0006629,GO:0006644,GO:0006650,GO:0006658,GO:0006659,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006915,GO:0006950,GO:0006952,GO:0006953,GO:0006954,GO:0006955,GO:0006979,GO:0007009,GO:0007154,GO:0007165,GO:0007267,GO:0007268,GO:0007275,GO:0007568,GO:0007569,GO:0007596,GO:0007599,GO:0008150,GO:0008152,GO:0008219,GO:0008610,GO:0008654,GO:0009058,GO:0009059,GO:0009266,GO:0009408,GO:0009605,GO:0009607,GO:0009611,GO:0009615,GO:0009617,GO:0009628,GO:0009889,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009898,GO:0009966,GO:0009967,GO:0009987,GO:0010033,GO:0010256,GO:0010467,GO:0010468,GO:0010506,GO:0010507,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0010639,GO:0010646,GO:0010647,GO:0010821,GO:0010823,GO:0010876,GO:0010911,GO:0010912,GO:0010941,GO:0010942,GO:0012501,GO:0012505,GO:0015711,GO:0015748,GO:0015914,GO:0016020,GO:0016021,GO:0016043,GO:0016070,GO:0017121,GO:0017124,GO:0017128,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019637,GO:0019899,GO:0019904,GO:0023051,GO:0023052,GO:0023056,GO:0030097,GO:0030099,GO:0030154,GO:0030168,GO:0031012,GO:0031224,GO:0031225,GO:0031226,GO:0031235,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031328,GO:0031329,GO:0031330,GO:0031347,GO:0031349,GO:0031974,GO:0031981,GO:0032091,GO:0032496,GO:0032501,GO:0032502,GO:0032774,GO:0032781,GO:0033003,GO:0033036,GO:0033043,GO:0033500,GO:0033554,GO:0033993,GO:0034097,GO:0034599,GO:0034605,GO:0034641,GO:0034645,GO:0034654,GO:0035455,GO:0035456,GO:0035556,GO:0042060,GO:0042221,GO:0042398,GO:0042592,GO:0042593,GO:0042609,GO:0042632,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043167,GO:0043169,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043393,GO:0043462,GO:0043900,GO:0043901,GO:0043903,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044271,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0045017,GO:0045069,GO:0045071,GO:0045088,GO:0045089,GO:0045121,GO:0045893,GO:0045935,GO:0045944,GO:0046474,GO:0046483,GO:0046486,GO:0046658,GO:0046872,GO:0048306,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048525,GO:0048534,GO:0048583,GO:0048584,GO:0048731,GO:0048856,GO:0048869,GO:0048878,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050792,GO:0050794,GO:0050817,GO:0050865,GO:0050878,GO:0050896,GO:0051098,GO:0051100,GO:0051128,GO:0051129,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051252,GO:0051254,GO:0051336,GO:0051345,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0055088,GO:0055092,GO:0060255,GO:0060368,GO:0061024,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070782,GO:0070851,GO:0070887,GO:0071216,GO:0071219,GO:0071222,GO:0071310,GO:0071345,GO:0071396,GO:0071702,GO:0071704,GO:0071840,GO:0071944,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0090407,GO:0097035,GO:0097190,GO:0097193,GO:0097194,GO:0097659,GO:0098542,GO:0098552,GO:0098562,GO:0098589,GO:0098753,GO:0098805,GO:0098857,GO:0098916,GO:0099536,GO:0099537,GO:0140110,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901700,GO:1901701,GO:1902229,GO:1902231,GO:1902531,GO:1902533,GO:1902680,GO:1903146,GO:1903147,GO:1903506,GO:1903508,GO:1903900,GO:1903901,GO:2000112,GO:2000371,GO:2000373,GO:2001020,GO:2001022,GO:2001141,GO:2001233,GO:2001235,GO:2001242,GO:2001244	-	ko:K04818	ko04080,map04080	-	-	-	ko00000,ko00001,ko04040	1.A.9.1	-	-	Scramblase
g120.t1	325452.fgenesh_scip_prom.46568.5241	3.57e-59	226.0	COG5032@1|root,COG5117@1|root,KOG0891@2759|Eukaryota,KOG2153@2759|Eukaryota,3Q9UT@4776|Peronosporales	4776|Peronosporales	JU	Nucleolar complex-associated protein	-	-	-	ko:K14834	-	-	-	-	ko00000,ko03009	-	-	-	CBF,NOC3p
g121.t1	44056.XP_009038641.1	1.95e-86	293.0	COG5059@1|root,KOG4280@2759|Eukaryota	2759|Eukaryota	Z	microtubule motor activity	-	-	-	ko:K10395,ko:K10396,ko:K20198	ko04144,ko04728,map04144,map04728	-	-	-	ko00000,ko00001,ko04131,ko04147,ko04812	-	-	-	Kinesin
g122.t1	227086.JGI_V11_87240	4.92e-29	130.0	2B7Q3@1|root,2S0Q1@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g123.t1	3649.evm.model.supercontig_65.3	1.52e-36	126.0	KOG3493@1|root,KOG3493@2759|Eukaryota,37VXX@33090|Viridiplantae,3GK34@35493|Streptophyta,3I0Z6@3699|Brassicales	35493|Streptophyta	O	Ubiquitin-like domain	-	-	-	ko:K13113	ko04212,map04212	-	-	-	ko00000,ko00001,ko03041	-	-	-	ubiquitin
g124.t1	115417.EPrPW00000016143	3.72e-135	402.0	KOG2740@1|root,KOG2740@2759|Eukaryota,1MERF@121069|Pythiales	121069|Pythiales	U	P-3 complex subunit mu. Source PGD	-	-	-	-	-	-	-	-	-	-	-	-	Adap_comp_sub,Clat_adaptor_s
g127.t1	562970.Btus_0184	1.31e-07	61.2	COG0101@1|root,COG0101@2|Bacteria,1TQUY@1239|Firmicutes,4HCFI@91061|Bacilli,27979@186823|Alicyclobacillaceae	91061|Bacilli	J	Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs	truA	-	5.4.99.12	ko:K06173	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	PseudoU_synth_1
g128.t1	946362.XP_004989364.1	1.13e-13	83.6	COG0457@1|root,KOG1840@2759|Eukaryota,38C2F@33154|Opisthokonta	33154|Opisthokonta	Z	Nephrocystin-3	-	-	-	-	-	-	-	-	-	-	-	-	NB-ARC,PNP_UDP_1,TPR_10,TPR_12,TPR_7,TPR_8
g130.t1	112098.XP_008604127.1	5.65e-06	55.8	29SSM@1|root,2RXEJ@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g132.t1	35128.Thaps7085	1.02e-09	68.6	28YIQ@1|root,2R5CJ@2759|Eukaryota,2XF0C@2836|Bacillariophyta	2836|Bacillariophyta	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
g133.t1	10181.XP_004864342.1	5.99e-17	89.4	COG5245@1|root,KOG3595@2759|Eukaryota,38EZQ@33154|Opisthokonta,3BFZQ@33208|Metazoa,3CR7W@33213|Bilateria,4871M@7711|Chordata,496C0@7742|Vertebrata,3J2NS@40674|Mammalia,35E8F@314146|Euarchontoglires,4Q724@9989|Rodentia	33208|Metazoa	Z	dynein heavy chain	DNAH12	GO:0000226,GO:0001578,GO:0003341,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005856,GO:0005858,GO:0005875,GO:0005929,GO:0005930,GO:0006810,GO:0006928,GO:0006996,GO:0007010,GO:0007017,GO:0007018,GO:0008088,GO:0008090,GO:0008150,GO:0008569,GO:0009987,GO:0010970,GO:0015630,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0030030,GO:0030031,GO:0030286,GO:0030705,GO:0032838,GO:0032991,GO:0034622,GO:0035082,GO:0036156,GO:0036159,GO:0042623,GO:0042995,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043933,GO:0044085,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044447,GO:0044463,GO:0044464,GO:0044782,GO:0045503,GO:0045505,GO:0046907,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051959,GO:0060271,GO:0065003,GO:0070286,GO:0070925,GO:0071840,GO:0097014,GO:0098930,GO:0099111,GO:0099568,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:1902494,GO:1990939	-	ko:K10408	ko05016,map05016	-	-	-	ko00000,ko00001,ko04812	-	-	-	AAA_5,AAA_6,AAA_7,AAA_8,AAA_9,DHC_N2,Dynein_heavy,MT
